;date;hour;day_ahead_price;intraday_price;price_diff
53;2016-01-03;'05 - 06;6,76;14,16;-7,4
54;2016-01-03;'06 - 07;0,75;14,69;-13,94
55;2016-01-03;'07 - 08;4,27;14,02;-9,75
56;2016-01-03;'08 - 09;9,11;20,93;-11,82
57;2016-01-03;'09 - 10;15,92;25,0;-9,08
58;2016-01-03;'10 - 11;17,06;27,33;-10,27
59;2016-01-03;'11 - 12;19,28;29,2;-9,919999999999998
60;2016-01-03;'12 - 13;20,25;26,54;-6,289999999999999
61;2016-01-03;'13 - 14;17,66;25,77;-8,11
62;2016-01-03;'14 - 15;18,49;24,03;-5,540000000000003
63;2016-01-03;'15 - 16;16,51;22,31;-5,799999999999997
64;2016-01-03;'16 - 17;18,76;26,72;-7,959999999999997
65;2016-01-03;'17 - 18;22,21;38,84;-16,630000000000003
66;2016-01-03;'18 - 19;26,76;41,61;-14,849999999999998
67;2016-01-03;'19 - 20;27,08;38,94;-11,86
68;2016-01-03;'20 - 21;25,33;38,03;-12,700000000000003
69;2016-01-03;'21 - 22;22,11;32,32;-10,21
70;2016-01-03;'22 - 23;20,91;33,33;-12,419999999999998
71;2016-01-03;'23 - 24;14,43;30,73;-16,3
72;2016-01-04;'00 - 01;13,78;23,63;-9,85
73;2016-01-04;'01 - 02;12,77;24,03;-11,260000000000002
74;2016-01-04;'02 - 03;10,56;22,8;-12,24
75;2016-01-04;'03 - 04;3,87;19,33;-15,459999999999997
76;2016-01-04;'04 - 05;3,2;16,23;-13,030000000000001
77;2016-01-04;'05 - 06;8,67;24,19;-15,520000000000001
78;2016-01-04;'06 - 07;18,01;37,74;-19,73
79;2016-01-04;'07 - 08;28,52;45,73;-17,209999999999997
80;2016-01-04;'08 - 09;34,74;48,78;-14,04
81;2016-01-04;'09 - 10;33,46;47,22;-13,759999999999998
82;2016-01-04;'10 - 11;33,24;47,98;-14,739999999999995
83;2016-01-04;'11 - 12;35,09;48,73;-13,639999999999993
84;2016-01-04;'12 - 13;35,0;48,48;-13,479999999999997
85;2016-01-04;'13 - 14;35,0;49,27;-14,270000000000003
86;2016-01-04;'14 - 15;34,94;50,87;-15,93
87;2016-01-04;'15 - 16;34,92;50,8;-15,879999999999995
88;2016-01-04;'16 - 17;38,0;51,52;-13,520000000000003
89;2016-01-04;'17 - 18;41,21;58,2;-16,990000000000002
90;2016-01-04;'18 - 19;42,95;56,2;-13,25
91;2016-01-04;'19 - 20;41,96;53,17;-11,21
92;2016-01-04;'20 - 21;34,94;44,74;-9,800000000000004
93;2016-01-04;'21 - 22;30,66;39,72;-9,059999999999999
94;2016-01-04;'22 - 23;30,0;38,23;-8,229999999999997
95;2016-01-04;'23 - 24;23,9;31,15;-7,25
96;2016-01-05;'00 - 01;25,03;26,98;-1,9499999999999993
97;2016-01-05;'01 - 02;24,42;27,03;-2,6099999999999994
98;2016-01-05;'02 - 03;22,34;25,34;-3,0
99;2016-01-05;'03 - 04;21,5;21,79;-0,28999999999999915
100;2016-01-05;'04 - 05;20,0;24,64;-4,640000000000001
101;2016-01-05;'05 - 06;23,53;28,13;-4,599999999999998
102;2016-01-05;'06 - 07;28,96;35,45;-6,490000000000002
103;2016-01-05;'07 - 08;38,32;44,65;-6,329999999999998
104;2016-01-05;'08 - 09;41,45;44,25;-2,799999999999997
105;2016-01-05;'09 - 10;40,72;44,67;-3,950000000000003
106;2016-01-05;'10 - 11;40,66;45,37;-4,710000000000001
107;2016-01-05;'11 - 12;40,33;44,41;-4,079999999999998
108;2016-01-05;'12 - 13;38,25;42,57;-4,32
109;2016-01-05;'13 - 14;36,98;39,63;-2,6500000000000057
110;2016-01-05;'14 - 15;34,91;38,64;-3,730000000000004
111;2016-01-05;'15 - 16;33,5;41,92;-8,420000000000002
112;2016-01-05;'16 - 17;35,1;50,09;-14,990000000000002
113;2016-01-05;'17 - 18;42,44;58,72;-16,28
114;2016-01-05;'18 - 19;42,94;58,14;-15,200000000000003
115;2016-01-05;'19 - 20;41,74;54,55;-12,809999999999995
116;2016-01-05;'20 - 21;36,47;46,6;-10,130000000000003
117;2016-01-05;'21 - 22;33,01;40,38;-7,3700000000000045
118;2016-01-05;'22 - 23;31,75;37,22;-5,469999999999999
119;2016-01-05;'23 - 24;26,99;35,91;-8,919999999999998
120;2016-01-06;'00 - 01;26,62;29,21;-2,59
121;2016-01-06;'01 - 02;25,58;28,77;-3,1900000000000013
122;2016-01-06;'02 - 03;24,59;27,85;-3,2600000000000016
123;2016-01-06;'03 - 04;22,5;24,37;-1,870000000000001
124;2016-01-06;'04 - 05;23,16;25,65;-2,4899999999999984
125;2016-01-06;'05 - 06;24,99;29,5;-4,510000000000002
126;2016-01-06;'06 - 07;26,62;31,85;-5,23
127;2016-01-06;'07 - 08;28,03;34,36;-6,329999999999998
128;2016-01-06;'08 - 09;29,34;32,95;-3,610000000000003
129;2016-01-06;'09 - 10;32,94;37,14;-4,200000000000003
130;2016-01-06;'10 - 11;37,71;41,12;-3,4099999999999966
131;2016-01-06;'11 - 12;40,08;43,43;-3,3500000000000014
132;2016-01-06;'12 - 13;40,73;44,42;-3,690000000000005
133;2016-01-06;'13 - 14;38,26;44,28;-6,020000000000003
134;2016-01-06;'14 - 15;35,44;42,68;-7,240000000000002
135;2016-01-06;'15 - 16;36,92;45,32;-8,399999999999999
136;2016-01-06;'16 - 17;41,28;46,84;-5,560000000000002
137;2016-01-06;'17 - 18;44,95;50,51;-5,559999999999995
138;2016-01-06;'18 - 19;46,9;53,42;-6,520000000000003
139;2016-01-06;'19 - 20;43,95;48,17;-4,219999999999999
140;2016-01-06;'20 - 21;39,94;41,03;-1,0900000000000034
141;2016-01-06;'21 - 22;32,4;35,65;-3,25
142;2016-01-06;'22 - 23;33,51;36,94;-3,4299999999999997
143;2016-01-06;'23 - 24;30,11;33,11;-3,0
144;2016-01-07;'00 - 01;26,41;24,69;1,7199999999999989
145;2016-01-07;'01 - 02;26,05;24,47;1,5800000000000018
146;2016-01-07;'02 - 03;24,93;25,31;-0,379999999999999
147;2016-01-07;'03 - 04;22,39;21,5;0,8900000000000006
148;2016-01-07;'04 - 05;22,32;22,26;0,05999999999999872
149;2016-01-07;'05 - 06;24,2;24,18;0,019999999999999574
150;2016-01-07;'06 - 07;31,0;29,87;1,129999999999999
151;2016-01-07;'07 - 08;42,47;39,51;2,960000000000001
152;2016-01-07;'08 - 09;42,97;41,1;1,8699999999999974
153;2016-01-07;'09 - 10;41,93;35,86;6,07
154;2016-01-07;'10 - 11;41,62;31,72;9,899999999999999
155;2016-01-07;'11 - 12;41,5;31,65;9,850000000000001
156;2016-01-07;'12 - 13;40,66;31,54;9,119999999999997
157;2016-01-07;'13 - 14;40,33;33,17;7,159999999999997
158;2016-01-07;'14 - 15;36,51;36,45;0,05999999999999517
159;2016-01-07;'15 - 16;33,49;35,56;-2,0700000000000003
160;2016-01-07;'16 - 17;34,19;34,5;-0,3100000000000023
161;2016-01-07;'17 - 18;40,66;35,69;4,969999999999999
162;2016-01-07;'18 - 19;40,8;38,01;2,789999999999999
163;2016-01-07;'19 - 20;37,19;35,47;1,7199999999999989
164;2016-01-07;'20 - 21;31,94;31,06;0,8800000000000026
165;2016-01-07;'21 - 22;27,01;26,68;0,33000000000000185
166;2016-01-07;'22 - 23;27,52;24,14;3,379999999999999
167;2016-01-07;'23 - 24;23,4;18,59;4,809999999999999
168;2016-01-08;'00 - 01;12,12;26,13;-14,01
169;2016-01-08;'01 - 02;17,23;23,63;-6,399999999999999
170;2016-01-08;'02 - 03;13,9;20,41;-6,51
171;2016-01-08;'03 - 04;12,11;20,57;-8,46
172;2016-01-08;'04 - 05;12,99;15,22;-2,2300000000000004
173;2016-01-08;'05 - 06;16,98;11,67;5,3100000000000005
174;2016-01-08;'06 - 07;22,02;20,22;1,8000000000000007
175;2016-01-08;'07 - 08;28,4;25,32;3,0799999999999983
176;2016-01-08;'08 - 09;29,31;27,81;1,5
177;2016-01-08;'09 - 10;26,6;26,82;-0,21999999999999886
178;2016-01-08;'10 - 11;25,55;22,08;3,4700000000000024
179;2016-01-08;'11 - 12;25,76;21,25;4,510000000000002
180;2016-01-08;'12 - 13;25,13;16,92;8,209999999999997
181;2016-01-08;'13 - 14;25,58;19,95;5,629999999999999
182;2016-01-08;'14 - 15;27,6;25,96;1,6400000000000006
183;2016-01-08;'15 - 16;32,08;31,97;0,10999999999999943
184;2016-01-08;'16 - 17;37,16;42,61;-5,450000000000003
185;2016-01-08;'17 - 18;45,0;48,1;-3,1000000000000014
186;2016-01-08;'18 - 19;46,97;48,32;-1,3500000000000014
187;2016-01-08;'19 - 20;40,09;42,89;-2,799999999999997
188;2016-01-08;'20 - 21;34,61;38,08;-3,469999999999999
189;2016-01-08;'21 - 22;31,52;32,84;-1,3200000000000038
190;2016-01-08;'22 - 23;32,5;32,07;0,4299999999999997
191;2016-01-08;'23 - 24;26,01;31,45;-5,439999999999998
192;2016-01-09;'00 - 01;26,1;27,17;-1,0700000000000003
193;2016-01-09;'01 - 02;25,1;25,45;-0,34999999999999787
194;2016-01-09;'02 - 03;24,3;26,08;-1,7799999999999976
195;2016-01-09;'03 - 04;23,23;23,93;-0,6999999999999993
196;2016-01-09;'04 - 05;21,96;23,12;-1,1600000000000001
197;2016-01-09;'05 - 06;22,45;22,48;-0,030000000000001137
198;2016-01-09;'06 - 07;23,07;24,06;-0,9899999999999984
199;2016-01-09;'07 - 08;25,0;24,67;0,3299999999999983
200;2016-01-09;'08 - 09;32,11;27,98;4,129999999999999
201;2016-01-09;'09 - 10;37,12;28,57;8,549999999999997
202;2016-01-09;'10 - 11;36,13;28,12;8,010000000000002
203;2016-01-09;'11 - 12;35,76;25,53;10,229999999999997
204;2016-01-09;'12 - 13;34,06;26,81;7,2500000000000036
205;2016-01-09;'13 - 14;31,54;28,12;3,419999999999998
206;2016-01-09;'14 - 15;27,92;27,26;0,6600000000000001
207;2016-01-09;'15 - 16;27,0;29,17;-2,1700000000000017
208;2016-01-09;'16 - 17;30,5;32,26;-1,759999999999998
209;2016-01-09;'17 - 18;36,99;36,33;0,6600000000000037
210;2016-01-09;'18 - 19;36,8;33,83;2,969999999999999
211;2016-01-09;'19 - 20;35,0;29,3;5,699999999999999
212;2016-01-09;'20 - 21;29,0;27,98;1,0199999999999996
213;2016-01-09;'21 - 22;25,01;26,09;-1,0799999999999983
214;2016-01-09;'22 - 23;25,1;25,55;-0,4499999999999993
215;2016-01-09;'23 - 24;22,28;24,09;-1,8099999999999987
216;2016-01-10;'00 - 01;15,58;17,03;-1,450000000000001
217;2016-01-10;'01 - 02;19,05;15,65;3,4000000000000004
218;2016-01-10;'02 - 03;16,87;11,05;5,82
219;2016-01-10;'03 - 04;12,75;9,83;2,92
220;2016-01-10;'04 - 05;10,81;9,25;1,5600000000000005
221;2016-01-10;'05 - 06;10,85;8,9;1,9499999999999993
222;2016-01-10;'06 - 07;9,85;8,4;1,4499999999999993
223;2016-01-10;'07 - 08;11,92;9,52;2,4000000000000004
224;2016-01-10;'08 - 09;15,44;12,5;2,9399999999999995
225;2016-01-10;'09 - 10;18,99;18,72;0,2699999999999996
226;2016-01-10;'10 - 11;19,66;24,59;-4,93
227;2016-01-10;'11 - 12;21,59;25,55;-3,960000000000001
228;2016-01-10;'12 - 13;21,83;26,89;-5,060000000000002
229;2016-01-10;'13 - 14;20,82;24,38;-3,5599999999999987
230;2016-01-10;'14 - 15;20,06;21,91;-1,8500000000000014
231;2016-01-10;'15 - 16;21,45;22,51;-1,0600000000000023
232;2016-01-10;'16 - 17;23,92;25,23;-1,3099999999999987
233;2016-01-10;'17 - 18;27,93;29,3;-1,370000000000001
234;2016-01-10;'18 - 19;35,0;33,15;1,8500000000000014
235;2016-01-10;'19 - 20;33,0;30,23;2,7699999999999996
236;2016-01-10;'20 - 21;30,03;21,52;8,510000000000002
237;2016-01-10;'21 - 22;26,06;15,76;10,299999999999999
238;2016-01-10;'22 - 23;26,93;22,11;4,82
239;2016-01-10;'23 - 24;23,12;23,09;0,030000000000001137
240;2016-01-11;'00 - 01;21,95;20,21;1,7399999999999984
241;2016-01-11;'01 - 02;20,04;17,1;2,9399999999999977
242;2016-01-11;'02 - 03;19,78;13,49;6,290000000000001
243;2016-01-11;'03 - 04;19,36;14,12;5,24
244;2016-01-11;'04 - 05;19,56;14,73;4,829999999999998
245;2016-01-11;'05 - 06;21,67;17,47;4,200000000000003
246;2016-01-11;'06 - 07;28,5;24,77;3,7300000000000004
247;2016-01-11;'07 - 08;41,61;32,35;9,259999999999998
248;2016-01-11;'08 - 09;45,93;39,84;6,089999999999996
249;2016-01-11;'09 - 10;44,0;35,26;8,740000000000002
250;2016-01-11;'10 - 11;41,94;31,6;10,339999999999996
251;2016-01-11;'11 - 12;41,96;32,03;9,93
252;2016-01-11;'12 - 13;42,33;32,7;9,629999999999995
253;2016-01-11;'13 - 14;42,1;30,57;11,530000000000001
254;2016-01-11;'14 - 15;39,88;31,71;8,170000000000002
255;2016-01-11;'15 - 16;37,5;32,82;4,68
256;2016-01-11;'16 - 17;37,95;31,11;6,840000000000003
257;2016-01-11;'17 - 18;44,69;32,82;11,869999999999997
258;2016-01-11;'18 - 19;42,88;33,12;9,760000000000005
259;2016-01-11;'19 - 20;40,0;29,2;10,8
260;2016-01-11;'20 - 21;33,09;25,99;7,100000000000005
261;2016-01-11;'21 - 22;27,93;22,54;5,390000000000001
262;2016-01-11;'22 - 23;28,0;24,24;3,7600000000000016
263;2016-01-11;'23 - 24;24,14;16,89;7,25
264;2016-01-12;'00 - 01;21,51;16,19;5,32
265;2016-01-12;'01 - 02;19,81;14,43;5,379999999999999
266;2016-01-12;'02 - 03;19,1;13,1;6,000000000000002
267;2016-01-12;'03 - 04;15,74;10,96;4,779999999999999
268;2016-01-12;'04 - 05;15,54;11,53;4,01
269;2016-01-12;'05 - 06;20,19;13,52;6,670000000000002
270;2016-01-12;'06 - 07;24,38;20,03;4,349999999999998
271;2016-01-12;'07 - 08;35,92;31,89;4,030000000000001
272;2016-01-12;'08 - 09;40,5;33,86;6,640000000000001
273;2016-01-12;'09 - 10;41,0;35,25;5,75
274;2016-01-12;'10 - 11;38,66;31,37;7,289999999999996
275;2016-01-12;'11 - 12;36,46;30,1;6,359999999999999
276;2016-01-12;'12 - 13;35,0;31,06;3,9400000000000013
277;2016-01-12;'13 - 14;33,3;29,13;4,169999999999998
278;2016-01-12;'14 - 15;32,21;28,93;3,280000000000001
279;2016-01-12;'15 - 16;33,0;27,99;5,010000000000002
280;2016-01-12;'16 - 17;36,08;31,12;4,959999999999997
281;2016-01-12;'17 - 18;41,94;37,08;4,859999999999999
282;2016-01-12;'18 - 19;40,33;39,04;1,2899999999999991
283;2016-01-12;'19 - 20;29,69;32,73;-3,0399999999999956
284;2016-01-12;'20 - 21;26,05;26,3;-0,25
285;2016-01-12;'21 - 22;24,76;27,3;-2,539999999999999
286;2016-01-12;'22 - 23;24,03;29,03;-5,0
287;2016-01-12;'23 - 24;21,51;24,68;-3,169999999999998
288;2016-01-13;'00 - 01;21,0;26,41;-5,41
289;2016-01-13;'01 - 02;19,66;22,51;-2,8500000000000014
290;2016-01-13;'02 - 03;18,13;19,18;-1,0500000000000007
291;2016-01-13;'03 - 04;15,3;14,59;0,7100000000000009
292;2016-01-13;'04 - 05;18,05;16,91;1,1400000000000006
293;2016-01-13;'05 - 06;20,83;18,84;1,9899999999999984
294;2016-01-13;'06 - 07;24,1;28,93;-4,829999999999998
295;2016-01-13;'07 - 08;27,87;26,04;1,8300000000000018
296;2016-01-13;'08 - 09;29,98;32,03;-2,0500000000000007
297;2016-01-13;'09 - 10;30,73;33,49;-2,7600000000000016
298;2016-01-13;'10 - 11;31,45;32,34;-0,8900000000000041
299;2016-01-13;'11 - 12;33,56;32,15;1,4100000000000037
300;2016-01-13;'12 - 13;33,99;32,16;1,8300000000000054
301;2016-01-13;'13 - 14;34,09;33,48;0,6100000000000065
302;2016-01-13;'14 - 15;34,02;34,14;-0,11999999999999744
303;2016-01-13;'15 - 16;37,44;34,41;3,030000000000001
304;2016-01-13;'16 - 17;39,58;37,03;2,549999999999997
305;2016-01-13;'17 - 18;43,0;42,26;0,740000000000002
306;2016-01-13;'18 - 19;42,22;39,79;2,4299999999999997
307;2016-01-13;'19 - 20;38,86;42,28;-3,4200000000000017
308;2016-01-13;'20 - 21;29,62;33,11;-3,4899999999999984
309;2016-01-13;'21 - 22;26,97;28,37;-1,4000000000000021
310;2016-01-13;'22 - 23;25,88;26,49;-0,6099999999999994
311;2016-01-13;'23 - 24;23,52;24,19;-0,6700000000000017
312;2016-01-14;'00 - 01;24,29;28,14;-3,8500000000000014
313;2016-01-14;'01 - 02;23,06;24,44;-1,3800000000000026
314;2016-01-14;'02 - 03;22,22;22,26;-0,0400000000000027
315;2016-01-14;'03 - 04;22,03;22,7;-0,6699999999999982
316;2016-01-14;'04 - 05;22,53;22,19;0,33999999999999986
317;2016-01-14;'05 - 06;23,9;27,8;-3,900000000000002
318;2016-01-14;'06 - 07;29,99;30,67;-0,6800000000000033
319;2016-01-14;'07 - 08;44,07;38,38;5,689999999999998
320;2016-01-14;'08 - 09;44,99;44,73;0,2600000000000051
321;2016-01-14;'09 - 10;41,39;39,93;1,4600000000000009
322;2016-01-14;'10 - 11;34,95;30,5;4,450000000000003
323;2016-01-14;'11 - 12;33,18;29,11;4,07
324;2016-01-14;'12 - 13;31,17;26,36;4,810000000000002
325;2016-01-14;'13 - 14;33,52;27,2;6,320000000000004
326;2016-01-14;'14 - 15;39,97;31,62;8,349999999999998
327;2016-01-14;'15 - 16;42,99;37,69;5,300000000000004
328;2016-01-14;'16 - 17;42,34;41,79;0,5500000000000043
329;2016-01-14;'17 - 18;45,5;43,0;2,5
330;2016-01-14;'18 - 19;41,06;40,12;0,9400000000000048
331;2016-01-14;'19 - 20;40,02;39,4;0,6200000000000045
332;2016-01-14;'20 - 21;38,34;34,16;4,180000000000007
333;2016-01-14;'21 - 22;30,86;31,2;-0,33999999999999986
334;2016-01-14;'22 - 23;28,16;27,24;0,9200000000000017
335;2016-01-14;'23 - 24;25,73;25,95;-0,21999999999999886
336;2016-01-15;'00 - 01;24,58;23,34;1,2399999999999984
337;2016-01-15;'01 - 02;25,03;24,3;0,7300000000000004
338;2016-01-15;'02 - 03;24,36;23,52;0,8399999999999999
339;2016-01-15;'03 - 04;23,5;22,46;1,0399999999999991
340;2016-01-15;'04 - 05;22,94;24,06;-1,1199999999999974
341;2016-01-15;'05 - 06;23,17;21,42;1,75
342;2016-01-15;'06 - 07;26,35;21,92;4,43
343;2016-01-15;'07 - 08;40,9;38,14;2,759999999999998
344;2016-01-15;'08 - 09;45,21;38,9;6,310000000000002
345;2016-01-15;'09 - 10;45,46;43,23;2,230000000000004
346;2016-01-15;'10 - 11;45,99;45,58;0,4100000000000037
347;2016-01-15;'11 - 12;46,95;45,2;1,75
348;2016-01-15;'12 - 13;44,0;45,43;-1,4299999999999997
349;2016-01-15;'13 - 14;42,05;45,96;-3,9100000000000037
350;2016-01-15;'14 - 15;39,99;44,83;-4,839999999999996
351;2016-01-15;'15 - 16;37,65;45,62;-7,969999999999999
352;2016-01-15;'16 - 17;38,0;47,56;-9,560000000000002
353;2016-01-15;'17 - 18;45,26;49,42;-4,160000000000004
354;2016-01-15;'18 - 19;48,04;49,44;-1,3999999999999986
355;2016-01-15;'19 - 20;44,36;44,67;-0,3100000000000023
356;2016-01-15;'20 - 21;34,38;35,5;-1,1199999999999974
357;2016-01-15;'21 - 22;29,34;35,83;-6,489999999999998
358;2016-01-15;'22 - 23;27,17;33,6;-6,43
359;2016-01-15;'23 - 24;25,02;29,34;-4,32
360;2016-01-16;'00 - 01;27,13;28,48;-1,3500000000000014
361;2016-01-16;'01 - 02;26,37;28,2;-1,8299999999999983
362;2016-01-16;'02 - 03;25,58;28,32;-2,740000000000002
363;2016-01-16;'03 - 04;24,73;25,33;-0,5999999999999979
364;2016-01-16;'04 - 05;24,08;25,92;-1,8400000000000034
365;2016-01-16;'05 - 06;25,32;25,24;0,08000000000000185
366;2016-01-16;'06 - 07;24,77;26,66;-1,8900000000000006
367;2016-01-16;'07 - 08;25,03;25,88;-0,8499999999999979
368;2016-01-16;'08 - 09;27,55;29,72;-2,169999999999998
369;2016-01-16;'09 - 10;32,4;29,27;3,129999999999999
370;2016-01-16;'10 - 11;34,21;33,79;0,4200000000000017
371;2016-01-16;'11 - 12;33,23;38,46;-5,230000000000004
372;2016-01-16;'12 - 13;29,16;34,4;-5,239999999999998
373;2016-01-16;'13 - 14;26,31;29,51;-3,200000000000003
374;2016-01-16;'14 - 15;25,47;29,41;-3,9400000000000013
375;2016-01-16;'15 - 16;25,6;28,93;-3,3299999999999983
376;2016-01-16;'16 - 17;30,15;29,24;0,9100000000000001
377;2016-01-16;'17 - 18;39,77;39,03;0,740000000000002
378;2016-01-16;'18 - 19;40,03;38,75;1,2800000000000011
379;2016-01-16;'19 - 20;30,99;30,39;0,5999999999999979
380;2016-01-16;'20 - 21;26,19;23,78;2,41
381;2016-01-16;'21 - 22;25,9;24,26;1,639999999999997
382;2016-01-16;'22 - 23;25,53;25,62;-0,08999999999999986
383;2016-01-16;'23 - 24;24,12;22,58;1,5400000000000027
384;2016-01-17;'00 - 01;20,86;26,65;-5,789999999999999
385;2016-01-17;'01 - 02;20,25;25,05;-4,800000000000001
386;2016-01-17;'02 - 03;20,76;23,94;-3,1799999999999997
387;2016-01-17;'03 - 04;20,97;22,57;-1,6000000000000014
388;2016-01-17;'04 - 05;20,89;22,78;-1,8900000000000006
389;2016-01-17;'05 - 06;20,94;21,39;-0,4499999999999993
390;2016-01-17;'06 - 07;19,64;22,23;-2,59
391;2016-01-17;'07 - 08;22,35;21,1;1,25
392;2016-01-17;'08 - 09;23,52;22,42;1,0999999999999979
393;2016-01-17;'09 - 10;26,54;28,46;-1,9200000000000017
394;2016-01-17;'10 - 11;30,11;31,97;-1,8599999999999994
395;2016-01-17;'11 - 12;36,29;33,92;2,3699999999999974
396;2016-01-17;'12 - 13;32,44;35,12;-2,6799999999999997
397;2016-01-17;'13 - 14;26,93;29,59;-2,66
398;2016-01-17;'14 - 15;26,19;29,12;-2,9299999999999997
399;2016-01-17;'15 - 16;27,07;28,61;-1,5399999999999991
400;2016-01-17;'16 - 17;31,94;28,45;3,490000000000002
401;2016-01-17;'17 - 18;39,49;38,13;1,3599999999999994
402;2016-01-17;'18 - 19;42,8;37,9;4,899999999999999
403;2016-01-17;'19 - 20;39,23;36,02;3,2099999999999937
404;2016-01-17;'20 - 21;33,3;34,0;-0,7000000000000028
405;2016-01-17;'21 - 22;27,04;28,4;-1,3599999999999994
406;2016-01-17;'22 - 23;27,05;29,13;-2,0799999999999983
407;2016-01-17;'23 - 24;24,99;27,63;-2,6400000000000006
408;2016-01-18;'00 - 01;23,96;23,77;0,19000000000000128
409;2016-01-18;'01 - 02;23,47;25,13;-1,6600000000000001
410;2016-01-18;'02 - 03;23,56;25,23;-1,6700000000000017
411;2016-01-18;'03 - 04;23,48;22,47;1,0100000000000016
412;2016-01-18;'04 - 05;23,51;22,4;1,110000000000003
413;2016-01-18;'05 - 06;24,25;23,06;1,1900000000000013
414;2016-01-18;'06 - 07;27,61;27,67;-0,060000000000002274
415;2016-01-18;'07 - 08;46,01;49,35;-3,3400000000000034
416;2016-01-18;'08 - 09;49,98;51,78;-1,8000000000000043
417;2016-01-18;'09 - 10;50,54;53,92;-3,3800000000000026
418;2016-01-18;'10 - 11;49,91;50,77;-0,8600000000000065
419;2016-01-18;'11 - 12;48,44;50,13;-1,6900000000000048
420;2016-01-18;'12 - 13;46,93;52,45;-5,520000000000003
421;2016-01-18;'13 - 14;46,32;50,73;-4,409999999999997
422;2016-01-18;'14 - 15;45,76;47,63;-1,8700000000000045
423;2016-01-18;'15 - 16;49,53;48,95;0,5799999999999983
424;2016-01-18;'16 - 17;49,66;49,23;0,4299999999999997
425;2016-01-18;'17 - 18;62,55;61,36;1,1899999999999977
426;2016-01-18;'18 - 19;56,07;52,71;3,3599999999999994
427;2016-01-18;'19 - 20;47,18;46,76;0,4200000000000017
428;2016-01-18;'20 - 21;35,09;34,74;0,3500000000000014
429;2016-01-18;'21 - 22;26,95;28,28;-1,3300000000000018
430;2016-01-18;'22 - 23;26,94;29,18;-2,2399999999999984
